0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-0.9966767069430396,-0.51,-0.657,-0.8319300000000001,-0.3,-0.657,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8319300000000001,
-6.6,-6.6,-0.7599,-0.657,-0.3,-0.657,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8319300000000001,
-0.6,-0.6,-0.3,-11.219999999999999,-0.7599,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,-0.8319300000000001,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-0.3,-0.3,-0.51,-0.51,-0.6,-0.6,0.0,0.0,
0.0,0.0,-0.3,0.0,0.0,-6.6,0.0,0.0,
-0.7599,-0.7599,-0.8099999999999999,-0.804,-6.6,-0.8319300000000001,0.0,0.0,
-0.51,-0.6,-0.6,-6.6,-0.657,-0.657,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7599,
-0.3,0.0,0.0,0.0,-2.4,8.319299999999998,0.0,0.0,
-0.3,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,
-0.3,-0.3,-3.9,-3.9,-0.3,-4.2,0.0,0.0,
0.0,-3.9,10.365871889999998,-0.2772990000000001,-4.2,-4.2,0.0,0.0,
0.0,-8.541,0.0,-4.2,0.0,-0.3,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.657,
0.0,0.0,0.0,0.0,0.0,0.0,-0.9988601104814625,0.0,
0.0,-0.51,-0.3,0.0,0.0,10.094102699999999,0.0,0.0,
-0.3,0.0,-0.3,0.0,-0.3,-0.3,0.0,0.0,
0.0,0.0,0.0,-0.3,-0.3,-0.3,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,-0.9176456999999998,0.0,
-0.3,0.0,-0.3,-0.3,0.0,-0.3,0.0,0.0,
-0.3,0.0,-0.3,-0.51,-0.3,-0.51,0.0,0.0,
12.93828170037074,-0.17645700000000009,-0.51,-0.51,-0.216,-0.3,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,-0.9952524384900567,0.0,
0.0,0.0,0.0,-0.3,-0.3,13.678199999999997,0.0,0.0,
-0.3,0.0,-0.3,-0.3,-0.3,-0.3,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,-0.657,0.0,
-0.3,-0.3,-0.3,-0.3,-0.3,-0.51,0.0,0.0,
